date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:10:01	302/302	---M--	200	added ('OK')	image/png	etag:%2228feccc0-12e%22	http://code.jquery.com/mobile/1.4.5/images/icons-png/power-white.png	D:/test1/Test/code.jquery.com/mobile/1.4.5/images/icons-png/power-white.png	(from http://code.jquery.com/mobile/1.4.5/jquery.mobile-1.4.5.min.css)
10:10:01	253/253	---M--	200	added ('OK')	image/png	etag:%22620cd6ff-fd%22	http://code.jquery.com/mobile/1.4.5/images/icons-png/recycle-white.png	D:/test1/Test/code.jquery.com/mobile/1.4.5/images/icons-png/recycle-white.png	(from http://code.jquery.com/mobile/1.4.5/jquery.mobile-1.4.5.min.css)
10:10:01	301/301	---M--	200	added ('OK')	image/png	etag:%22620cd6ff-12d%22	http://code.jquery.com/mobile/1.4.5/images/icons-png/refresh-white.png	D:/test1/Test/code.jquery.com/mobile/1.4.5/images/icons-png/refresh-white.png	(from http://code.jquery.com/mobile/1.4.5/jquery.mobile-1.4.5.min.css)
10:10:02	321/321	---M--	200	added ('OK')	image/png	etag:%22620cd6ff-141%22	http://code.jquery.com/mobile/1.4.5/images/icons-png/search-white.png	D:/test1/Test/code.jquery.com/mobile/1.4.5/images/icons-png/search-white.png	(from http://code.jquery.com/mobile/1.4.5/jquery.mobile-1.4.5.min.css)
10:10:02	173/173	---M--	200	added ('OK')	image/png	etag:%22620cd6ff-ad%22	http://code.jquery.com/mobile/1.4.5/images/icons-png/shop-white.png	D:/test1/Test/code.jquery.com/mobile/1.4.5/images/icons-png/shop-white.png	(from http://code.jquery.com/mobile/1.4.5/jquery.mobile-1.4.5.min.css)
10:10:02	239/239	---M--	200	added ('OK')	image/png	etag:%22620cd6ff-ef%22	http://code.jquery.com/mobile/1.4.5/images/icons-png/star-white.png	D:/test1/Test/code.jquery.com/mobile/1.4.5/images/icons-png/star-white.png	(from http://code.jquery.com/mobile/1.4.5/jquery.mobile-1.4.5.min.css)
10:10:03	159/159	---M--	200	added ('OK')	image/png	etag:%22620cd6ff-9f%22	http://code.jquery.com/mobile/1.4.5/images/icons-png/tag-white.png	D:/test1/Test/code.jquery.com/mobile/1.4.5/images/icons-png/tag-white.png	(from http://code.jquery.com/mobile/1.4.5/jquery.mobile-1.4.5.min.css)
10:10:03	245/245	---M--	200	added ('OK')	image/png	etag:%2228feccc0-f5%22	http://code.jquery.com/mobile/1.4.5/images/icons-png/user-white.png	D:/test1/Test/code.jquery.com/mobile/1.4.5/images/icons-png/user-white.png	(from http://code.jquery.com/mobile/1.4.5/jquery.mobile-1.4.5.min.css)
10:10:03	170/170	---M--	200	added ('OK')	image/png	etag:%2228feccc0-aa%22	http://code.jquery.com/mobile/1.4.5/images/icons-png/video-white.png	D:/test1/Test/code.jquery.com/mobile/1.4.5/images/icons-png/video-white.png	(from http://code.jquery.com/mobile/1.4.5/jquery.mobile-1.4.5.min.css)
10:10:04	219/219	---M--	200	added ('OK')	image/png	etag:%225453e086-db%22	http://code.jquery.com/mobile/1.4.5/images/icons-png/action-black.png	D:/test1/Test/code.jquery.com/mobile/1.4.5/images/icons-png/action-black.png	(from http://code.jquery.com/mobile/1.4.5/jquery.mobile-1.4.5.min.css)
10:10:04	244/244	---M--	200	added ('OK')	image/png	etag:%22620cd6ff-f4%22	http://code.jquery.com/mobile/1.4.5/images/icons-png/alert-black.png	D:/test1/Test/code.jquery.com/mobile/1.4.5/images/icons-png/alert-black.png	(from http://code.jquery.com/mobile/1.4.5/jquery.mobile-1.4.5.min.css)
10:10:04	146/146	---M--	200	added ('OK')	image/png	etag:%2228feccc0-92%22	http://code.jquery.com/mobile/1.4.5/images/icons-png/arrow-d-black.png	D:/test1/Test/code.jquery.com/mobile/1.4.5/images/icons-png/arrow-d-black.png	(from http://code.jquery.com/mobile/1.4.5/jquery.mobile-1.4.5.min.css)
10:10:04	167/167	---M--	200	added ('OK')	image/png	etag:%2228feccc0-a7%22	http://code.jquery.com/mobile/1.4.5/images/icons-png/arrow-d-l-black.png	D:/test1/Test/code.jquery.com/mobile/1.4.5/images/icons-png/arrow-d-l-black.png	(from http://code.jquery.com/mobile/1.4.5/jquery.mobile-1.4.5.min.css)
10:10:05	159/159	---M--	200	added ('OK')	image/png	etag:%22620cd6ff-9f%22	http://code.jquery.com/mobile/1.4.5/images/icons-png/arrow-d-r-black.png	D:/test1/Test/code.jquery.com/mobile/1.4.5/images/icons-png/arrow-d-r-black.png	(from http://code.jquery.com/mobile/1.4.5/jquery.mobile-1.4.5.min.css)
10:10:05	149/149	---M--	200	added ('OK')	image/png	etag:%2228feccc0-95%22	http://code.jquery.com/mobile/1.4.5/images/icons-png/arrow-l-black.png	D:/test1/Test/code.jquery.com/mobile/1.4.5/images/icons-png/arrow-l-black.png	(from http://code.jquery.com/mobile/1.4.5/jquery.mobile-1.4.5.min.css)
10:10:05	147/147	---M--	200	added ('OK')	image/png	etag:%22620cd6ff-93%22	http://code.jquery.com/mobile/1.4.5/images/icons-png/arrow-r-black.png	D:/test1/Test/code.jquery.com/mobile/1.4.5/images/icons-png/arrow-r-black.png	(from http://code.jquery.com/mobile/1.4.5/jquery.mobile-1.4.5.min.css)
10:10:06	147/147	---M--	200	added ('OK')	image/png	etag:%22620cd6ff-93%22	http://code.jquery.com/mobile/1.4.5/images/icons-png/arrow-u-black.png	D:/test1/Test/code.jquery.com/mobile/1.4.5/images/icons-png/arrow-u-black.png	(from http://code.jquery.com/mobile/1.4.5/jquery.mobile-1.4.5.min.css)
10:10:06	163/163	---M--	200	added ('OK')	image/png	etag:%22620cd6ff-a3%22	http://code.jquery.com/mobile/1.4.5/images/icons-png/arrow-u-l-black.png	D:/test1/Test/code.jquery.com/mobile/1.4.5/images/icons-png/arrow-u-l-black.png	(from http://code.jquery.com/mobile/1.4.5/jquery.mobile-1.4.5.min.css)
10:10:06	163/163	---M--	200	added ('OK')	image/png	etag:%22620cd6ff-a3%22	http://code.jquery.com/mobile/1.4.5/images/icons-png/arrow-u-r-black.png	D:/test1/Test/code.jquery.com/mobile/1.4.5/images/icons-png/arrow-u-r-black.png	(from http://code.jquery.com/mobile/1.4.5/jquery.mobile-1.4.5.min.css)
10:10:07	307/307	---M--	200	added ('OK')	image/png	etag:%2228feccc0-133%22	http://code.jquery.com/mobile/1.4.5/images/icons-png/audio-black.png	D:/test1/Test/code.jquery.com/mobile/1.4.5/images/icons-png/audio-black.png	(from http://code.jquery.com/mobile/1.4.5/jquery.mobile-1.4.5.min.css)
